SL,ID,Department,Section,Line,Designation
5945,1008364,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5946,1008366,Production,Production (Worker),Line-D,Line Iron Man
5947,1008367,Production,Production (Worker),Quality,Quality Inspector
5948,1008369,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5949,1008370,Production,Production (Staff),Sewing Staff,Production Manager
5950,1008371,Production,Production (Staff),Mechanic Staff,Supervisor Mechanic
5951,1008372,Production,Production (Worker),Line-E,Sewing Mc.Operator
5952,1008373,Production,Production (Worker),Line-B,Sewing Mc.Operator
5953,1008374,Production,Production (Staff),Sewing Staff,Asst.Supervisor Line-C
5954,1008376,Production,Production (Worker),Line-F,Sr.Sw.Mc.Operator
5955,1008377,Production,Production (Worker),Quality,Gr.Quality Inspector
5956,1008378,Production,Production (Worker),Line-D,Line Iron Man
5957,1008379,Production,Production (Worker),Line-A,Line Iron Man
5958,1008381,Production,Production (Worker),Quality,Gr.Quality Inspector
5959,1008382,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5960,1008383,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
5961,1008384,Production,Production (Worker),Line-F,Line Iron Man
5962,1008385,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
5963,1008386,Production,Production (Staff),Sewing Staff,"Line Chief, Line-E"
5964,1008388,Production,Production (Worker),Line-E,Asst.Operator
5965,1008390,Production,Production (Worker),Cutting,Asst.Numbering Man
5966,1008391,Production,Production (Worker),Line-F,Sr.Sw.Mc.Operator
5967,1008393,Production,Production (Staff),Finishing  Staff,Finishing Manager
5968,1008394,Production,Production (Worker),Line-E,Line Iron Man
5969,1008395,Production,Production (Worker),Line-A,Sewing Mc.Operator
5970,1008396,Production,Production (Worker),Line-B,Sewing Mc.Operator
5971,1008398,Human Resource,Human Resource,Admin,Officer (welfare & Counselor)
5972,1008399,Production,Production (Worker),Finishing,Quality Inspector
5973,1008400,Production,Production (Worker),Finishing,Gr.Quality Inspector
5974,1008403,Production,Production (Worker),Finishing,Finishing Assistant
5975,1008404,Production,Production (Worker),Line-E,Sewing Mc.Operator
5976,1008407,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
5977,1008408,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
5978,1008409,Production,Production (Worker),Line-E,Operator
5979,1008410,Production,Production (Worker),Line-E,Sr.Sw.Mc.Operator
5980,1008411,Production,Production (Worker),Line-E,Operator
5981,1008412,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5982,1008413,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5983,1008414,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
5984,1008415,Production,Production (Worker),Line-C,Sewing Mc.Operator
5985,1008416,Production,Production (Worker),Cutting,Asst.Numbering Man
5986,1008417,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
5987,1008418,Production,Production (Worker),Cutting,Asst.Lay Man
5988,1008419,Production,Production (Worker),Finishing,Tag Man
5989,1008420,Production,Production (Worker),Finishing,Jr.Iron Man
5990,1008421,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5991,1008422,Production,Production (Worker),Line-F,Sewing Mc.Operator
5992,1008423,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
5993,1008424,Production,Production (Worker),Quality,Jr.Quality Inspector
5994,1008425,Production,Production (Worker),Line-A,Sewing Mc.Operator
5995,1008427,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
5996,1008430,Production,Production (Staff),Sewing Staff,"Line Chief, Line-E"
5997,1008432,Production,Production (Worker),Finishing,Finishing Assistant
5998,1008433,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
5999,1008434,Production,Production (Worker),Line-A,G.Sw.Mc.Operator
6000,1008435,Production,Production (Worker),Line-B,G.Sw.Mc.Operator
6001,1008436,Production,Production (Worker),Quality,Quality Inspector
6002,1008437,Production,Production (Worker),Finishing,Gr.Quality Inspector
6003,1008438,Production,Production (Worker),Line-A,Operator
6004,1008439,Production,Production (Worker),Line-B,Operator
6005,1008440,Production,Production (Worker),Line-E,Sewing Mc.Operator
6006,1008441,Production,Production (Worker),Line-C,Sr.Sw.Mc.Operator
6007,1008444,Production,Production (Worker),Line-A,Jr.Operator
6008,1008448,Production,Production (Staff),Sewing Staff,Asst.Supervisor Line-A
6009,1008450,Production,Production (Staff),Finishing  Staff,Finishing Manager
6010,1008451,Production,Production (Worker),Quality,Quality Inspector
6011,1008452,Production,Production (Worker),Line-A,Sewing Mc.Operator
6012,1008453,Production,Production (Worker),Finishing,Finishing Assistant
6013,1008454,Production,Production (Worker),Finishing,Jr.Quality Inspector
6014,1008455,Production,Production (Worker),Line-F,Sewing Mc.Operator
6015,1008456,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
6016,1008457,Production,Production (Worker),Line-B,Operator
6017,1008458,Production,Production (Worker),Line-D,Sewing Mc.Operator
6018,1008460,Production,Production (Worker),Line-A,Operator
6019,1008464,Production,Production (Worker),Quality,Quality Inspector
6020,1008466,Production,Production (Worker),Line-B,Sewing Mc.Operator
6021,1008468,Production,Production (Worker),Line-D,Sewing Mc.Operator
6022,1008470,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
6023,1008471,Production,Production (Staff),Finishing  Staff,Finishing Manager
6024,1008472,Production,Production (Worker),Line-E,Jr.Operator
6025,1008473,Production,Production (Worker),Line-F,Sewing Mc.Operator
6026,1008474,Production,Production (Worker),Quality,Jr.Quality Inspector
6027,1008476,Production,Production (Worker),Line-A,Sewing Mc.Operator
6028,1008477,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
6029,1008479,Production,Production (Worker),Line-E,Sewing Mc.Operator
6030,1008482,Production,Production (Worker),Cutting,Loader
6031,1008483,Production,Production (Worker),Line-C,Asst.Operator
6032,1008484,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
6033,1008486,Production,Production (Staff),Sewing Staff,"Line Chief, Line-B"
6034,1008487,Production,Production (Staff),Store Staff,In-Charge(Store)
6035,1008488,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
6036,1008489,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
6037,1008490,Production,Production (Worker),Finishing,Supervisor(Wash)
6038,1008491,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
6039,1008493,Production,Production (Worker),Line-E,Sr.Sw.Mc.Operator
6040,1008495,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
6041,1008496,Production,Production (Worker),Line-C,Sewing Mc.Operator
6042,1008497,Production,Production (Worker),Line-A,Sewing Mc.Operator
6043,1008500,Production,Production (Worker),Line-C,Sr.Sw.Mc.Operator
6044,1008501,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
6045,1008503,Human Resource,Human Resource,General,Loader
6046,1008504,Production,Production (Worker),Finishing,Folding Man
6047,1008506,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
6048,1008507,Production,Production (Worker),Quality,Gr.Quality Inspector
6049,1008508,Production,Production (Staff),Mechanic Staff,Supervisor Mechanic
6050,1008509,Production,Production (Staff),Sewing Staff,Trainer
6051,1008510,Human Resource,Human Resource,Admin,Welfare Officer
6052,1008511,Production,Production (Worker),Line-B,Line Iron Man
6053,1008512,Production,Production (Worker),Quality,Jr.Quality Inspector
6054,1008513,Production,Production (Worker),Quality,Jr.Quality Inspector
6055,1008514,Production,Production (Worker),Quality,Gr.Quality Inspector
6056,1008515,Production,Production (Worker),Cutting,Asst.Lay Man
6057,1008516,Production,Production (Worker),Cutting,Asst.Numbering Man
6058,1008517,Production,Production (Worker),Cutting,Asst.Lay Man
6059,1008518,Production,Production (Worker),Finishing,Jr.Quality Inspector
6060,1008519,Production,Production (Worker),Line-A,G.Sw.Mc.Operator
6061,1008520,Production,Production (Worker),Line-A,Sewing Mc.Operator
6062,1008521,Production,Production (Worker),Line-A,Sewing Mc.Operator
6063,1008522,Production,Production (Worker),Line-F,Operator
6064,1008523,Production,Production (Worker),Line-A,G.Sw.Mc.Operator
6065,1008524,Human Resource,Human Resource,Admin,Asst.Supervisor
6066,1008525,Production ,Production (Worker),Training Center,Asst.Sw.Mc.Operator
6067,1008527,Production,Production (Worker),Line-B,G.Sw.Mc.Operator
6068,1008528,Production,Production (Staff),Quality  Staff,Quality Auditor
6069,1008529,Production,Production (Worker),Line-F,Sr.Sw.Mc.Operator
6070,1008530,Production,Production (Worker),Line-B,Sewing Mc.Operator
6071,1008532,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
6072,1008533,Production,Production (Worker),Quality,Jr.Quality Inspector
6073,1008534,Production,Production (Worker),Line-B,Jr.Operator
6074,1008536,Production,Production (Worker),Line-A,Sewing Mc.Operator
6075,1008537,Production,Production (Worker),Line-C,Operator
6076,1008538,Production,Production (Worker),Cutting,Asst.Lay Man
6077,1008539,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
6078,1008540,Production,Production (Worker),Quality,Quality Inspector
6079,1008542,Production,Production (Worker),Finishing,Quality Inspector
6080,1008543,Production,Production (Worker),Cutting,Asst.Bundling Man
6081,1008544,Production,Production (Staff),Sewing Staff,Production Manager
6082,1008546,Production,Production (Worker),Line-D,Sr.Sw.Mc.Operator
6083,1008547,Production,Production (Worker),Line-F,G.Sw.Mc.Operator
6084,1008548,Production,Production (Worker),Line-E,Jr.Operator
6085,1008549,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
6086,1008552,Production,Production (Worker),Line-E,Sr.Sw.Mc.Operator
6087,1008553,Production,Production (Worker),Quality,Jr.Quality Inspector
6088,1008554,Production,Production (Worker),Quality,Jr.Quality Inspector
6089,1008555,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
6090,1008556,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
6091,1008557,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
6092,1008558,Production,Production (Worker),Quality,Gr.Quality Inspector
6093,1008559,Production,Production (Worker),Line-E,Sewing Mc.Operator
6094,1008560,Production,Production (Worker),Cutting,Asst.Lay Man
6095,1008561,Production,Production (Worker),Cutting,Loader
6096,1008562,Production,Production (Worker),Line-E,Sewing Mc.Operator
6097,1008563,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
6098,1008564,Human Resource,Human Resource,Admin,Medical Officer
6099,1008565,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
6100,1008566,Production,Production (Worker),Quality,Quality Inspector
6101,1008568,Production,Production (Worker),Line-C,Sewing Mc.Operator
6102,1008569,Production,Production (Worker),Line-A,Sewing Mc.Operator
6103,1008570,Production,Production (Worker),Line-E,Gr.Operator
6104,1008571,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
6105,1008572,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
6106,1008573,Production,Production (Worker),Line-A,Sewing Mc.Operator
6107,1008574,Production,Production (Worker),Line-F,Sr.Operator
6108,1008575,Production,Production (Worker),Line-A,Sewing Mc.Operator
6109,1008576,Production,Production (Worker),Line-E,Sr.Sw.Mc.Operator
6110,1008577,Production,Production (Worker),Finishing,Jr.Quality Inspector
6111,1008578,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
6112,1008579,Production,Production (Worker),Finishing,Gr.Quality Inspector
6113,1008581,Production,Production (Worker),Line-D,Sewing Mc.Operator
6114,1008582,Production,Production (Worker),Line-D,Sewing Mc.Operator
6115,1008583,Production,Production (Worker),Quality,Quality Inspector
6116,1008586,Production,Production (Worker),Line-C,Sewing Mc.Operator
6117,1008587,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
6118,1008588,Production,Production (Worker),Quality,Quality Inspector
6119,1008589,Production,Production (Worker),Line-A,Sewing Mc.Operator
6120,1008590,Production,Production (Worker),Line-A,Sewing Mc.Operator
6121,1008592,Production,Production (Worker),Line-E,Sewing Mc.Operator
6122,1008593,Production,Production (Worker),Line-A,Sewing Mc.Operator
6123,1008594,Production,Production (Worker),Line-F,Sr.Sw.Mc.Operator
6124,1008595,Production,Production (Worker),Line-E,Sewing Mc.Operator
6125,1008596,Production,Production (Worker),Line-C,Sr.Sw.Mc.Operator
6126,1008597,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
6127,1008599,Production,Production (Worker),Quality,Quality Inspector
6128,1008600,Production,Production (Worker),Line-C,Sewing Mc.Operator
6129,1008601,Production,Production (Worker),Line-C,Line Iron Man
6130,1008602,Production,Production (Worker),Line-E,Jr.Operator
6131,1008603,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
6132,1008604,Production,Production (Worker),Line-F,Sewing Mc.Operator
6133,1008605,Production,Production (Worker),Quality,Jr.Quality Inspector
6134,1008606,Production,Production (Worker),Line-C,Asst.Operator
6135,1008607,Production,Production (Worker),Line-F,G.Sw.Mc.Operator
6136,1008608,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
6137,1008610,Production,Production (Worker),Quality,Jr.Quality Inspector
6138,1008611,Production,Production (Worker),Line-F,G.Sw.Mc.Operator
6139,1008612,Production,Production (Worker),Finishing,Jr.Quality Inspector
6140,1008613,Production,Production (Staff),Finishing  Staff,In-Charge(Finishing)
6141,1008614,Production,Production (Staff),Sewing Staff,"Line Chief, Line-B"
6142,1008615,Human Resource,Human Resource,General,Loader
6143,1008617,Production,Production (Worker),Line-E,Gr.Operator
6144,1008618,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
6145,1008619,Production,Production (Worker),Cutting,Asst.Lay Man
6146,1008621,Production,Production (Worker),Quality,Jr.Quality Inspector
6147,1008622,Production,Production (Worker),Line-E,Sewing Mc.Operator
6148,1008624,Production,Production (Worker),Line-E,Sewing Mc.Operator
6149,1008625,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
6150,1008627,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
6151,1008629,Production,Production (Worker),Line-C,Sewing Mc.Operator
6152,1008630,Production,Production (Worker),Line-C,Sewing Mc.Operator
6153,1008631,Production,Production (Worker),Line-C,Operator
6154,1008632,Production,Production (Worker),Line-C,Sewing Mc.Operator
6155,1008633,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
6156,1008634,Production,Production (Worker),Line-A,Operator
6157,1008635,Production,Production (Worker),Finishing,Jr.Quality Inspector
6158,1008636,Production,Production (Worker),Finishing,Quality Inspector
6159,1008639,Production,Production (Worker),Finishing,Jr.Quality Inspector
6160,1008640,Production,Production (Worker),Finishing,Gr.Quality Inspector
6161,1008643,Production,Production (Worker),Cutting,Asst.Lay Man
6162,1008644,Production,Production (Worker),Line-C,Sewing Mc.Operator
6163,1008645,Production,Production (Worker),Quality,Gr.Quality Inspector
6164,1008646,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
6165,1008647,Production,Production (Worker),Finishing,Jr.Quality Inspector
6166,1008648,Production,Production (Worker),Finishing,Gr.Quality Inspector
6167,1008649,Production,Production (Worker),Finishing,Gr.Quality Inspector
6168,1008650,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
6169,1008651,Production,Production (Worker),Line-E,Jr.Operator
6170,1008652,Production,Production (Worker),Line-B,Line Iron Man
6171,1008654,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
6172,1008655,Production,Production (Worker),Line-E,Asst.Operator
6173,1008657,Production,Production (Worker),Line-F,Sr.Sw.Mc.Operator
6174,1008658,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
6175,1008659,Production,Production (Worker),Line-F,Sewing Mc.Operator
